Time,Name,Value
0.01500000000000001,Breathing.RespMusclePressure,1
0.030000000000000023,Breathing.RespMusclePressure,1
0.04500000000000003,Breathing.RespMusclePressure,1
0.060000000000000046,Breathing.RespMusclePressure,1
0.07500000000000005,Breathing.RespMusclePressure,1
0.09000000000000007,Breathing.RespMusclePressure,1
0.10500000000000008,Breathing.RespMusclePressure,1
0.12000000000000009,Breathing.RespMusclePressure,1
0.1350000000000001,Breathing.RespMusclePressure,1
0.1500000000000001,Breathing.RespMusclePressure,1
0.16500000000000012,Breathing.RespMusclePressure,1
0.18000000000000013,Breathing.RespMusclePressure,1
0.19500000000000015,Breathing.RespMusclePressure,1
0.21000000000000016,Breathing.RespMusclePressure,1
0.22500000000000017,Breathing.RespMusclePressure,1
0.24000000000000019,Breathing.RespMusclePressure,1
0.25500000000000017,Breathing.RespMusclePressure,1
0.2700000000000002,Breathing.RespMusclePressure,1
0.2850000000000002,Breathing.RespMusclePressure,1
0.3000000000000002,Breathing.RespMusclePressure,1
0.3150000000000002,Breathing.RespMusclePressure,1
0.33000000000000024,Breathing.RespMusclePressure,1
0.34500000000000025,Breathing.RespMusclePressure,1
0.36000000000000026,Breathing.RespMusclePressure,1
0.3750000000000003,Breathing.RespMusclePressure,1
0.3900000000000003,Breathing.RespMusclePressure,1
0.4050000000000003,Breathing.RespMusclePressure,1
0.4200000000000003,Breathing.RespMusclePressure,1
0.43500000000000033,Breathing.RespMusclePressure,1
0.45000000000000034,Breathing.RespMusclePressure,1
0.46500000000000036,Breathing.RespMusclePressure,1
0.48000000000000037,Breathing.RespMusclePressure,1
0.4950000000000004,Breathing.RespMusclePressure,1
0.5099999999999992,Breathing.RespMusclePressure,1
0.5249999999999976,Breathing.RespMusclePressure,1
0.5399999999999959,Breathing.RespMusclePressure,1
0.5549999999999943,Breathing.RespMusclePressure,1
0.5699999999999926,Breathing.RespMusclePressure,1
0.584999999999991,Breathing.RespMusclePressure,1
0.5999999999999893,Breathing.RespMusclePressure,1
0.6149999999999877,Breathing.RespMusclePressure,1
0.629999999999986,Breathing.RespMusclePressure,1
0.6449999999999844,Breathing.RespMusclePressure,1
0.6599999999999827,Breathing.RespMusclePressure,1
0.6749999999999811,Breathing.RespMusclePressure,1
0.6899999999999794,Breathing.RespMusclePressure,1
0.7049999999999778,Breathing.RespMusclePressure,1
0.7199999999999761,Breathing.RespMusclePressure,1
0.7349999999999745,Breathing.RespMusclePressure,1
0.7499999999999728,Breathing.RespMusclePressure,1
0.7649999999999711,Breathing.RespMusclePressure,1
0.7799999999999695,Breathing.RespMusclePressure,1
0.7949999999999678,Breathing.RespMusclePressure,1
0.8099999999999662,Breathing.RespMusclePressure,1
0.8249999999999645,Breathing.RespMusclePressure,1
0.8399999999999629,Breathing.RespMusclePressure,1
0.8549999999999612,Breathing.RespMusclePressure,1
0.8699999999999596,Breathing.RespMusclePressure,1
0.8849999999999579,Breathing.RespMusclePressure,1
0.8999999999999563,Breathing.RespMusclePressure,1
0.9149999999999546,Breathing.RespMusclePressure,1
0.929999999999953,Breathing.RespMusclePressure,1
0.9449999999999513,Breathing.RespMusclePressure,1
0.9599999999999497,Breathing.RespMusclePressure,1
0.974999999999948,Breathing.RespMusclePressure,1
0.9899999999999464,Breathing.RespMusclePressure,1
1.0049999999999448,Breathing.RespMusclePressure,1
1.0199999999999432,Breathing.RespMusclePressure,1
1.0349999999999415,Breathing.RespMusclePressure,1
1.0499999999999399,Breathing.RespMusclePressure,1
1.0649999999999382,Breathing.RespMusclePressure,1
1.0799999999999366,Breathing.RespMusclePressure,1
1.094999999999935,Breathing.RespMusclePressure,1
1.1099999999999333,Breathing.RespMusclePressure,1
1.1249999999999316,Breathing.RespMusclePressure,1
1.13999999999993,Breathing.RespMusclePressure,1
1.1549999999999283,Breathing.RespMusclePressure,1
1.1699999999999267,Breathing.RespMusclePressure,1
1.184999999999925,Breathing.RespMusclePressure,1
1.1999999999999234,Breathing.RespMusclePressure,1
1.2149999999999217,Breathing.RespMusclePressure,1
1.22999999999992,Breathing.RespMusclePressure,1
1.2449999999999184,Breathing.RespMusclePressure,1
1.2599999999999167,Breathing.RespMusclePressure,1
1.274999999999915,Breathing.RespMusclePressure,1
1.2899999999999134,Breathing.RespMusclePressure,1
1.3049999999999118,Breathing.RespMusclePressure,1
1.3199999999999101,Breathing.RespMusclePressure,1
1.3349999999999085,Breathing.RespMusclePressure,1
1.3499999999999068,Breathing.RespMusclePressure,1
1.3649999999999052,Breathing.RespMusclePressure,1
1.3799999999999035,Breathing.RespMusclePressure,1
1.3949999999999019,Breathing.RespMusclePressure,1
1.4099999999999002,Breathing.RespMusclePressure,1
1.4249999999998986,Breathing.RespMusclePressure,1
1.439999999999897,Breathing.RespMusclePressure,1
1.4549999999998953,Breathing.RespMusclePressure,1
1.4699999999998936,Breathing.RespMusclePressure,1
1.484999999999892,Breathing.RespMusclePressure,1
1.4999999999998903,Breathing.RespMusclePressure,1
1.5149999999998887,Breathing.RespMusclePressure,1
1.529999999999887,Breathing.RespMusclePressure,1
1.5449999999998854,Breathing.RespMusclePressure,1
1.5599999999998837,Breathing.RespMusclePressure,1
1.574999999999882,Breathing.RespMusclePressure,1
1.5899999999998804,Breathing.RespMusclePressure,1
1.6049999999998787,Breathing.RespMusclePressure,1
1.619999999999877,Breathing.RespMusclePressure,1
1.6349999999998754,Breathing.RespMusclePressure,1
1.6499999999998738,Breathing.RespMusclePressure,1
1.6649999999998721,Breathing.RespMusclePressure,1
1.6799999999998705,Breathing.RespMusclePressure,1
1.6949999999998688,Breathing.RespMusclePressure,1
1.7099999999998672,Breathing.RespMusclePressure,1
1.7249999999998655,Breathing.RespMusclePressure,1
1.7399999999998639,Breathing.RespMusclePressure,1
1.7549999999998622,Breathing.RespMusclePressure,1
1.7699999999998606,Breathing.RespMusclePressure,1
1.784999999999859,Breathing.RespMusclePressure,1
1.7999999999998573,Breathing.RespMusclePressure,1
1.8149999999998556,Breathing.RespMusclePressure,1
1.829999999999854,Breathing.RespMusclePressure,1
1.8449999999998523,Breathing.RespMusclePressure,1
1.8599999999998507,Breathing.RespMusclePressure,1
1.874999999999849,Breathing.RespMusclePressure,1
1.8899999999998474,Breathing.RespMusclePressure,1
1.9049999999998457,Breathing.RespMusclePressure,1
1.919999999999844,Breathing.RespMusclePressure,1
1.9349999999998424,Breathing.RespMusclePressure,1
1.9499999999998407,Breathing.RespMusclePressure,1
1.964999999999839,Breathing.RespMusclePressure,1
1.9799999999998374,Breathing.RespMusclePressure,1
1.9949999999998358,Breathing.RespMusclePressure,1
2.0099999999998386,Breathing.RespMusclePressure,1
2.0249999999998436,Breathing.RespMusclePressure,1
2.0399999999998486,Breathing.RespMusclePressure,1
2.0549999999998536,Breathing.RespMusclePressure,1
2.0699999999998586,Breathing.RespMusclePressure,1
2.0849999999998636,Breathing.RespMusclePressure,1
2.0999999999998686,Breathing.RespMusclePressure,1
2.1149999999998736,Breathing.RespMusclePressure,1
2.1299999999998787,Breathing.RespMusclePressure,1
2.1449999999998837,Breathing.RespMusclePressure,1
2.1599999999998887,Breathing.RespMusclePressure,1
2.1749999999998937,Breathing.RespMusclePressure,1
2.1899999999998987,Breathing.RespMusclePressure,1
2.2049999999999037,Breathing.RespMusclePressure,1
2.2199999999999087,Breathing.RespMusclePressure,1
2.2349999999999137,Breathing.RespMusclePressure,1
2.2499999999999187,Breathing.RespMusclePressure,1
2.2649999999999237,Breathing.RespMusclePressure,1
2.2799999999999288,Breathing.RespMusclePressure,1
2.2949999999999338,Breathing.RespMusclePressure,0.9481525696982843
2.3099999999999388,Breathing.RespMusclePressure,0.8989440601303583
2.324999999999944,Breathing.RespMusclePressure,0.8522401560061736
2.339999999999949,Breathing.RespMusclePressure,0.8079133783899956
2.354999999999954,Breathing.RespMusclePressure,0.7658427367449291
2.369999999999959,Breathing.RespMusclePressure,0.7259133986876186
2.384999999999964,Breathing.RespMusclePressure,0.6880163765517097
2.399999999999969,Breathing.RespMusclePressure,0.6520482299045445
2.414999999999974,Breathing.RespMusclePressure,0.6179107832051074
2.429999999999979,Breathing.RespMusclePressure,0.5855108578325622
2.444999999999984,Breathing.RespMusclePressure,0.5547600177539513
2.459999999999989,Breathing.RespMusclePressure,0.5255743281368517
2.474999999999994,Breathing.RespMusclePressure,0.4978741262481179
2.489999999999999,Breathing.RespMusclePressure,0.47158380401337957
2.505000000000004,Breathing.RespMusclePressure,0.44663160164378257
2.520000000000009,Breathing.RespMusclePressure,0.4229494117666786
2.535000000000014,Breathing.RespMusclePressure,0.40047259352563364
2.550000000000019,Breathing.RespMusclePressure,0.3791397961423388
2.565000000000024,Breathing.RespMusclePressure,0.3588927914588346
2.580000000000029,Breathing.RespMusclePressure,0.33967631500296885
2.595000000000034,Breathing.RespMusclePressure,0.32143791514327497
2.610000000000039,Breathing.RespMusclePressure,0.30412780992153726
2.625000000000044,Breathing.RespMusclePressure,0.28769875117226507
2.640000000000049,Breathing.RespMusclePressure,0.27210589555818776
2.655000000000054,Breathing.RespMusclePressure,0.25730668216976216
2.670000000000059,Breathing.RespMusclePressure,0.24326071635459579
2.685000000000064,Breathing.RespMusclePressure,0.22992965945969876
2.700000000000069,Breathing.RespMusclePressure,0.217277124185614
2.715000000000074,Breathing.RespMusclePressure,0.20526857526679285
2.730000000000079,Breathing.RespMusclePressure,0.19387123520712238
2.745000000000084,Breathing.RespMusclePressure,0.1830539948133078
2.760000000000089,Breathing.RespMusclePressure,0.1727873282819104
2.775000000000094,Breathing.RespMusclePressure,0.1630432126082691
2.790000000000099,Breathing.RespMusclePressure,0.15379505109733124
2.805000000000104,Breathing.RespMusclePressure,0.1450176007676154
2.820000000000109,Breathing.RespMusclePressure,0.1366869034501531
2.835000000000114,Breathing.RespMusclePressure,0.12878022039434361
2.850000000000119,Breathing.RespMusclePressure,0.12127597020222777
2.865000000000124,Breathing.RespMusclePressure,0.11415366992177153
2.880000000000129,Breathing.RespMusclePressure,0.10739387913837227
2.895000000000134,Breathing.RespMusclePressure,0.10097814691198506
2.910000000000139,Breathing.RespMusclePressure,0.09488896141503325
2.925000000000144,Breathing.RespMusclePressure,0.089109702133639
2.940000000000149,Breathing.RespMusclePressure,0.08362459450170681
2.955000000000154,Breathing.RespMusclePressure,0.07841866684403252
2.970000000000159,Breathing.RespMusclePressure,0.07347770951091438
2.985000000000164,Breathing.RespMusclePressure,0.06878823609272235
3.000000000000169,Breathing.RespMusclePressure,0.06433744660856149
3.015000000000174,Breathing.RespMusclePressure,0.060113192568551556
3.030000000000179,Breathing.RespMusclePressure,0.056103943814360166
3.0450000000001842,Breathing.RespMusclePressure,0.052298757047480125
3.0600000000001892,Breathing.RespMusclePressure,0.04868724595934881
3.0750000000001942,Breathing.RespMusclePressure,0.04525955288177886
3.0900000000001993,Breathing.RespMusclePressure,0.042006321880320066
3.1050000000002043,Breathing.RespMusclePressure,0.03891867321711021
3.1200000000002093,Breathing.RespMusclePressure,0.03598817911351084
3.1350000000002143,Breathing.RespMusclePressure,0.033206840746371966
3.1500000000002193,Breathing.RespMusclePressure,0.030567066415136405
3.1650000000002243,Breathing.RespMusclePressure,0.028061650820190864
3.1800000000002293,Breathing.RespMusclePressure,0.025683755395903486
3.1950000000002343,Breathing.RespMusclePressure,0.023426889644666785
3.2100000000002393,Breathing.RespMusclePressure,0.021284893420997025
3.2250000000002443,Breathing.RespMusclePressure,0.01925192011733404
3.2400000000002493,Breathing.RespMusclePressure,0.017322420705647133
3.2550000000002544,Breathing.RespMusclePressure,0.015491128591288261
3.2700000000002594,Breathing.RespMusclePressure,0.013753045237750984
3.2850000000002644,Breathing.RespMusclePressure,0.012103426523097694
3.3000000000002694,Breathing.RespMusclePressure,0.010537769790814853
3.3150000000002744,Breathing.RespMusclePressure,0.00905180155975136
3.3300000000002794,Breathing.RespMusclePressure,0.00764146585959415
3.3450000000002844,Breathing.RespMusclePressure,0.0063029131600425715
3.3600000000002894,Breathing.RespMusclePressure,0.005032489863463541
3.3750000000002944,Breathing.RespMusclePressure,0.0038267283323475767
3.3900000000002994,Breathing.RespMusclePressure,0.0026823374243454376
3.4050000000003044,Breathing.RespMusclePressure,0.0015961935090508096
3.4200000000003095,Breathing.RespMusclePressure,0.0005653319420089462
3.4350000000003145,Breathing.RespMusclePressure,0.011489898989898991
3.4500000000003195,Breathing.RespMusclePressure,0.03800505050505051
3.4650000000003245,Breathing.RespMusclePressure,0.06452020202020202
3.4800000000003295,Breathing.RespMusclePressure,0.09103535353535354
3.4950000000003345,Breathing.RespMusclePressure,0.11755050505050506
